SUBID,freezing,running,grooming
sub_1,5.005503071559835,8.879209286533296,4.0803835215047
sub_2,1.7597199017603533,7.516130553558469,9.224486746825278
sub_3,14.871644834330834,2.1124440571293235,9.22515119658783
sub_4,9.693842213068754,3.2394108059816062,4.3648514919914305
sub_5,0.6263394580774458,5.9132766467519104,2.3538416624069214
sub_6,2.533581307385464,5.386178807821125,2.713268685620278
sub_7,16.668359925880733,3.3677722956053913,2.6638065022416413
sub_8,4.2261223287799226,2.6087871147319674,5.3430873597972095
sub_9,1.5641998342928627,3.4035583958029747,5.737616110127419
sub_10,6.109955337046715,3.2196087087504566,7.592655934859067
