SUBID,freezing,running,grooming
sub_1,6.620351741352566,5.211357257794589,8.427293188869953
sub_2,17.634840776139587,6.598384496755898,2.3116178205236793
sub_3,2.7629343267522075,8.21805460145697,2.390999556519091
sub_4,1.631289489090523,7.862815517000854,0.7669116533361375
sub_5,2.5426304576719665,9.798219173680991,2.457236780319363
sub_6,12.363267579679821,4.394315362442285,7.321352055296302
sub_7,11.095586679965598,3.117022020742297,8.474531651008874
sub_8,15.971638502151738,4.094749526120722,4.975272670853883
sub_9,12.058524969668468,0.10467111831530929,3.879090298432857
sub_10,13.206660164853423,1.8384952400811017,2.464489941485226
