SUBID,freezing,running,grooming
sub_1,6.35073745254006,4.743672104086727,8.61338697373867
sub_2,3.083282380137692,4.981937687844038,8.624237840995193
sub_3,5.009852870114998,8.180595084559172,8.23139363201335
sub_4,0.4852761875280863,2.2195088118314743,4.985928267706186
sub_5,0.46325226077700227,6.807345184497535,6.807703538797796
sub_6,0.2129510462288786,3.8085922761820257,5.208405894227326
sub_7,7.826561588873028,2.578875080216676,4.192963065579534
sub_8,10.535910214557738,6.229729591868818,2.200730589684099
sub_9,8.001438124059563,8.659144784323871,3.8304864312522113
sub_10,3.619198485293717,9.233801513910294,3.4326456137932837
