SUBID,freezing,running,grooming
sub_1,3.592131554810714,5.2839305880479515,5.587105085141957
sub_2,5.363877380214701,4.695273074321449,7.428920709062368
sub_3,3.3641138004678797,4.038618311751634,2.092954753898084
sub_4,3.917812707245417,1.7324192635715008,9.744622341822833
sub_5,2.1240768468419335,9.543625647202134,9.24637725809589
sub_6,5.842208170812923,9.420152506791055,1.1025517666712403
sub_7,5.196677105008144,0.4900442319922149,3.9292186591774225
sub_8,6.355174261439103,2.773493640124798,7.321915281936526
sub_9,6.895531794139888,8.176706300582737,0.4107304196804762
sub_10,0.5603227685027404,7.998577342368662,6.3880810886621475
