SUBID,freezing,running,grooming
sub_1,9.646479792454969,2.696869808714837,4.071537675336003
sub_2,8.346563068281194,1.5290912031196058,3.621594689320773
sub_3,0.7275786669750383,1.286943582817912,4.9557589227333665
sub_4,9.13521871808488,1.1770238541066647,8.25726438080892
sub_5,8.104918511137585,0.7036577700637281,2.41670266026631
sub_6,10.945407892401379,7.961069613229483,3.611474654171616
sub_7,12.591190102315348,6.36999296490103,8.747403770685196
sub_8,13.683480568467704,4.374222047626972,6.766609842889011
sub_9,8.804287215781397,2.2416221094317734,2.9179824353195727
sub_10,8.091425087331194,8.282703419681638,8.538177204318345
