SUBID,freezing,running,grooming
sub_1,11.868745634464114,0.3926301305182278,3.5547001915983856
sub_2,4.9732345368215,3.9930756017565727,3.867157930508256
sub_3,4.488944802184827,2.9629720142111182,7.59033877402544
sub_4,13.866209318024058,8.073355038650334,7.843833633232862
sub_5,9.566533820771163,3.1120176636613905,0.5689613963477314
sub_6,15.557569823080643,3.0464189616031945,7.881635476369411
sub_7,15.179446713668515,4.4503602385520935,9.152325864415616
sub_8,2.7852463420786284,8.180220623034984,0.2781523810699582
sub_9,4.622085025290903,8.287327166181058,6.224961883854121
sub_10,3.3051828947523827,8.708116498310119,4.698758344165981
